scenario,year,week,hour,node,dual_value
NT,2025,9,0,ES1 0,-0.0
NT,2025,9,1,ES1 0,6294.388158656231
NT,2025,9,2,ES1 0,6244.895974524445
NT,2025,9,3,ES1 0,6242.5251958343115
NT,2025,9,4,ES1 0,6212.646695482848
NT,2025,9,5,ES1 0,6244.895974524445
NT,2025,9,6,ES1 0,6279.516032256172
NT,2025,9,7,ES1 0,6287.368263106122
NT,2025,9,8,ES1 0,6294.388158656231
NT,2025,9,9,ES1 0,6244.895974524444
NT,2025,9,10,ES1 0,6244.895974524445
NT,2025,9,11,ES1 0,6244.895974524445
NT,2025,9,12,ES1 0,6244.895974524445
NT,2025,9,13,ES1 0,6244.895974524445
NT,2025,9,14,ES1 0,6244.895974524445
NT,2025,9,15,ES1 0,6244.895974524444
NT,2025,9,16,ES1 0,6244.895974524445
NT,2025,9,17,ES1 0,6294.388158656231
NT,2025,9,18,ES1 0,6304.113576270033
NT,2025,9,19,ES1 0,6294.388158656231
NT,2025,9,20,ES1 0,6294.388158656231
NT,2025,9,21,ES1 0,6294.388158656231
NT,2025,9,22,ES1 0,6294.388158656231
NT,2025,9,23,ES1 0,6250.604114755895
NT,2025,9,24,ES1 0,6244.895974524445
NT,2025,9,25,ES1 0,6244.895974524445
NT,2025,9,26,ES1 0,6244.895974524445
NT,2025,9,27,ES1 0,6244.895974524445
NT,2025,9,28,ES1 0,6244.895974524445
NT,2025,9,29,ES1 0,6244.895974524445
NT,2025,9,30,ES1 0,6294.388158656231
NT,2025,9,31,ES1 0,6294.415433969845
NT,2025,9,32,ES1 0,6294.388158656231
NT,2025,9,33,ES1 0,6294.388158656231
NT,2025,9,34,ES1 0,6244.895974524445
NT,2025,9,35,ES1 0,6244.895974524445
NT,2025,9,36,ES1 0,6244.895974524445
NT,2025,9,37,ES1 0,6244.895974524445
NT,2025,9,38,ES1 0,6244.895974524445
NT,2025,9,39,ES1 0,6244.895974524445
NT,2025,9,40,ES1 0,6294.388158656231
NT,2025,9,41,ES1 0,6294.415433969845
NT,2025,9,42,ES1 0,6311.045523489797
NT,2025,9,43,ES1 0,6311.045523489797
NT,2025,9,44,ES1 0,6301.83638394898
NT,2025,9,45,ES1 0,6294.415433969845
NT,2025,9,46,ES1 0,6294.415433969845
NT,2025,9,47,ES1 0,6294.388158656231
NT,2025,9,48,ES1 0,6244.895974524445
NT,2025,9,49,ES1 0,6244.895974524445
NT,2025,9,50,ES1 0,6244.895974524445
NT,2025,9,51,ES1 0,6244.895974524445
NT,2025,9,52,ES1 0,6244.895974524445
NT,2025,9,53,ES1 0,6244.895974524445
NT,2025,9,54,ES1 0,6244.895974524445
NT,2025,9,55,ES1 0,6294.388158656231
NT,2025,9,56,ES1 0,6244.895974524445
NT,2025,9,57,ES1 0,6244.895974524445
